level,Nation_fk,Year,Region,Country,All Religions,Buddhists,Christians,Folk Religions,Hindus,Jews,Muslims,Other Religions,Unaffiliated
1,224,2050,Asia-Pacific,Uzbekistan, 100,1.00, 1.5,1.00,1.00,1.00,97.8,1.00,1.00
1,225,2050,Asia-Pacific,Vanuatu, 100,1.00,93.5, 4.0,1.00,1.00,1.00, 1.4, 1.1
1,226,2050,Latin America-Caribbean,Venezuela, 100,1.00,89.6,1.00,1.00,1.00,1.00,1.00, 9.2
1,227,2050,Asia-Pacific,Vietnam, 100,15.9, 8.9,44.0,1.00,1.00,1.00,1.00,30.5
1,228,2050,Asia-Pacific,Wallis and Futuna, 100,1.00,97.4, 1.2,1.00,1.00,1.00,1.00,1.00
1,229,2050,Middle East-North Africa,Western Sahara, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,230,2050,Middle East-North Africa,Yemen, 100,1.00,1.00,1.00,1.00,1.00,99.0,1.00,1.00
1,231,2050,Sub-Saharan Africa,Zambia, 100,1.00,96.7,1.00,1.00,1.00, 1.0, 1.1,1.00
1,232,2050,Sub-Saharan Africa,Zimbabwe, 100,1.00,86.1, 4.9,1.00,1.00, 1.1,1.00, 7.6
1,237,2050,Sub-Saharan Africa,South Sudan, 100,1.00,60.5,32.9,1.00,1.00, 6.2,1.00,1.00
1,238,2050,Latin America-Caribbean,Curacao, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
1,239,2050,Latin America-Caribbean,Sint Maarten, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
1,240,2050,Latin America-Caribbean,Caribbean Netherlands, 100,1.00,93.9, 1.2,1.00,1.00,1.00,1.00, 3.3
